blkgrp,households,area_median_income,blkgrp_median_income_owners,blkgrp_median_income_renters,avg_hh_size_owners,avg_hh_size_renters,commuters_per_hh_owners,commuters_per_hh_renters,pct_renters,gross_hh_density,median_rooms_per_owner_unit,median_rooms_per_renter_unit,pct_detatched_single_family_unit,median_commute_distance,block_denstiy,employment_access_index,local_job_density,local_retail_job_density,retail_access_index,hh_type1_income,hh_type1_size,hh_type1_workers,hh_type1_ht,hh_type1_h,hh_type1_t,hh_type1_autos,hh_type1_vmt,hh_type1_transit_trips,hh_type1_ht_own,hh_type1_h_own,hh_type1_t_own,hh_type1_autos_own,hh_type1_vmt_own,hh_type1_transit_trips_own,hh_type1_ht_rent,hh_type1_h_rent,hh_type1_t_rent,hh_type1_autos_rent,hh_type1_vmt_rent,hh_type1_transit_trips_rent,hh_type2_income,hh_type2_size,hh_type2_workers,hh_type2_ht,hh_type2_h,hh_type2_t,hh_type2_autos,hh_type2_vmt,hh_type2_transit_trips,hh_type2_ht_own,hh_type2_h_own,hh_type2_t_own,hh_type2_autos_own,hh_type2_vmt_own,hh_type2_transit_trips_own,hh_type2_ht_rent,hh_type2_h_rent,hh_type2_t_rent,hh_type2_autos_rent,hh_type2_vmt_rent,hh_type2_transit_trips_rent,hh_type3_income,hh_type3_size,hh_type3_workers,hh_type3_ht,hh_type3_h,hh_type3_t,hh_type3_autos,hh_type3_vmt,hh_type3_transit_trips,hh_type3_ht_own,hh_type3_h_own,hh_type3_t_own,hh_type3_autos_own,hh_type3_vmt_own,hh_type3_transit_trips_own,hh_type3_ht_rent,hh_type3_h_rent,hh_type3_t_rent,hh_type3_autos_rent,hh_type3_vmt_rent,hh_type3_transit_trips_rent,hh_type4_income,hh_type4_size,hh_type4_workers,hh_type4_ht,hh_type4_h,hh_type4_t,hh_type4_autos,hh_type4_vmt,hh_type4_transit_trips,hh_type4_ht_own,hh_type4_h_own,hh_type4_t_own,hh_type4_autos_own,hh_type4_vmt_own,hh_type4_transit_trips_own,hh_type4_ht_rent,hh_type4_h_rent,hh_type4_t_rent,hh_type4_autos_rent,hh_type4_vmt_rent,hh_type4_transit_trips_rent,hh_type5_income,hh_type5_size,hh_type5_workers,hh_type5_ht,hh_type5_h,hh_type5_t,hh_type5_autos,hh_type5_vmt,hh_type5_transit_trips,hh_type5_ht_own,hh_type5_h_own,hh_type5_t_own,hh_type5_autos_own,hh_type5_vmt_own,hh_type5_transit_trips_own,hh_type5_ht_rent,hh_type5_h_rent,hh_type5_t_rent,hh_type5_autos_rent,hh_type5_vmt_rent,hh_type5_transit_trips_rent,hh_type6_income,hh_type6_size,hh_type6_workers,hh_type6_ht,hh_type6_h,hh_type6_t,hh_type6_autos,hh_type6_vmt,hh_type6_transit_trips,hh_type6_ht_own,hh_type6_h_own,hh_type6_t_own,hh_type6_autos_own,hh_type6_vmt_own,hh_type6_transit_trips_own,hh_type6_ht_rent,hh_type6_h_rent,hh_type6_t_rent,hh_type6_autos_rent,hh_type6_vmt_rent,hh_type6_transit_trips_rent,hh_type7_income,hh_type7_size,hh_type7_workers,hh_type7_ht,hh_type7_h,hh_type7_t,hh_type7_autos,hh_type7_vmt,hh_type7_transit_trips,hh_type7_ht_own,hh_type7_h_own,hh_type7_t_own,hh_type7_autos_own,hh_type7_vmt_own,hh_type7_transit_trips_own,hh_type7_ht_rent,hh_type7_h_rent,hh_type7_t_rent,hh_type7_autos_rent,hh_type7_vmt_rent,hh_type7_transit_trips_rent,hh_type8_income,hh_type8_size,hh_type8_workers,hh_type8_ht,hh_type8_h,hh_type8_t,hh_type8_autos,hh_type8_vmt,hh_type8_transit_trips,hh_type8_ht_own,hh_type8_h_own,hh_type8_t_own,hh_type8_autos_own,hh_type8_vmt_own,hh_type8_transit_trips_own,hh_type8_ht_rent,hh_type8_h_rent,hh_type8_t_rent,hh_type8_autos_rent,hh_type8_vmt_rent,hh_type8_transit_trips_rent
'110010076031',778,89826.00000,42951.63727,32100.57261,1.52000,1.63000,0.86095,0.93481,0.47301,14.90803,4.50000,4.00000,3.97790,5.55263,0.13413,53561.90544,3.15316,0.04851,3669.40848,89826.00000,4.00000,2.00000,33.32115,21.00891,12.31224,1.75391,19553.40000,482.06272,36.28540,23.37853,12.90686,1.91000,19553.40000,431.68928,30.01860,18.36885,11.64975,1.58000,19553.40000,538.18531,11720.00000,1.00000,1.00000,138.27164,96.83243,41.43921,0.59432,12090.60000,456.08403,157.64511,115.18771,42.45740,0.67000,12090.60000,367.03097,116.68707,76.38225,40.30482,0.51000,12090.60000,555.30074,44913.00000,1.00000,1.00000,52.04986,38.65262,13.39724,0.86432,12030.12000,438.58238,54.13692,40.37138,13.76553,0.94000,12030.12000,359.42411,49.72461,36.73769,12.98691,0.78000,12030.12000,526.77502,121265.00000,1.00000,1.00000,21.80139,15.56217,6.23922,1.06905,11935.08000,424.78151,23.72856,17.31745,6.41111,1.14000,11935.08000,353.71897,19.65428,13.60656,6.04771,0.99000,11935.08000,503.95444,71861.00000,2.00000,0.00000,32.38976,26.26107,6.12869,0.94391,0.00000,501.05543,36.06039,29.22308,6.83730,1.10000,0.00000,433.59099,28.30020,22.96099,5.33920,0.77000,0.00000,576.21961,44913.00000,3.00000,1.00000,59.11657,42.01782,17.09875,1.24918,12807.72000,503.26513,64.98288,46.75706,18.22581,1.41000,12807.72000,441.19785,52.58074,36.73769,15.84305,1.07000,12807.72000,572.41618,71861.00000,3.00000,1.00000,37.86467,26.26107,11.60360,1.34918,13088.52000,496.76313,41.57734,29.22308,12.35426,1.51000,13088.52000,437.39442,33.72827,22.96099,10.76728,1.17000,13088.52000,562.90760,134739.00000,4.00000,2.00000,23.31367,14.00594,9.30773,1.83391,20092.32000,477.46243,25.35130,15.58569,9.76561,1.99000,20092.32000,429.78756,21.04349,12.24590,8.79759,1.66000,20092.32000,530.57845
'110010076032',450,89826.00000,98764.22089,73812.97303,1.46000,2.01000,0.95565,1.03764,0.62222,5.57064,7.30000,4.10000,34.81481,5.37671,0.14855,58553.82012,1.48352,0.33437,3630.39903,89826.00000,4.00000,2.00000,40.04033,26.89110,13.14923,1.95133,20963.88000,295.94910,47.03156,32.67651,14.35505,2.25000,20963.88000,241.51779,35.79566,23.37853,12.41713,1.77000,20963.88000,328.99667,11720.00000,1.00000,1.00000,139.70733,94.10011,45.60721,0.81711,12137.04000,282.17223,164.90285,115.18771,49.71514,1.01000,12137.04000,176.85948,124.41005,81.29693,43.11312,0.70000,12137.04000,346.11211,44913.00000,1.00000,1.00000,47.87410,33.04344,14.83066,1.08711,12447.00000,261.54919,56.54934,40.42482,16.12452,1.28000,12447.00000,169.25262,42.60699,28.56189,14.04511,0.97000,12447.00000,317.58638,121265.00000,1.00000,1.00000,26.78594,19.81468,6.97127,1.28711,12938.40000,246.37773,31.49898,23.92776,7.57122,1.48000,12938.40000,163.54748,23.92446,17.31745,6.60701,1.17000,12938.40000,296.66752,71861.00000,2.00000,0.00000,41.15350,34.27617,6.87733,1.14133,182.52000,320.33331,50.93791,42.59891,8.33900,1.44000,182.52000,243.41950,35.21297,29.22308,5.98989,0.96000,182.52000,367.03097,44913.00000,3.00000,1.00000,67.03689,48.50325,18.53363,1.44889,13746.24000,320.84043,72.25635,51.37933,20.87702,1.76000,13746.24000,251.02636,63.86793,46.75706,17.11086,1.26000,13746.24000,363.22754,71861.00000,3.00000,1.00000,45.91222,33.32359,12.58863,1.54511,14264.64000,313.48713,54.18297,40.07737,14.10560,1.85000,14264.64000,247.22293,40.89070,29.22308,11.66761,1.36000,14264.64000,353.71897,134739.00000,4.00000,2.00000,29.65103,19.66350,9.98754,2.03133,21794.40000,290.49751,37.28717,26.37989,10.90728,2.33000,21794.40000,239.61607,25.01481,15.58569,9.42912,1.85000,21794.40000,321.38981
'110010076033',256,89826.00000,51864.18824,38761.50587,2.45000,1.00000,1.20190,1.30500,0.04688,2.68428,7.20000,7.20000,88.63636,5.49962,0.13631,54612.86462,3.67513,0.30986,3629.40396,89826.00000,4.00000,2.00000,45.06033,29.80575,15.25458,2.30391,24693.12000,189.96349,45.33635,30.05811,15.27823,2.31000,24693.12000,188.26977,39.44794,24.67437,14.77356,2.18000,24693.12000,224.40236,11720.00000,1.00000,1.00000,135.91577,80.52421,55.39156,1.07188,15023.88000,127.32575,135.03015,79.76109,55.26906,1.07000,15023.88000,121.70975,153.92335,96.04096,57.88239,1.11000,15023.88000,241.51779,44913.00000,1.00000,1.00000,56.48562,38.96450,17.52112,1.34188,15058.44000,118.73832,56.71309,39.22250,17.49059,1.34000,15058.44000,114.10289,51.86043,33.71852,18.14191,1.38000,15058.44000,212.99207,121265.00000,1.00000,1.00000,30.02391,21.95079,8.07312,1.54234,15113.52000,112.23089,30.32530,22.26529,8.06001,1.54000,15113.52000,108.39775,23.89563,15.55601,8.33962,1.59000,15113.52000,190.17149,71861.00000,2.00000,0.00000,46.32443,37.03948,9.28495,1.50344,2997.00000,191.74635,46.88598,37.57254,9.31345,1.51000,2997.00000,188.26977,34.90617,26.20058,8.70559,1.37000,2997.00000,262.43665,44913.00000,3.00000,1.00000,71.97220,49.41178,22.56042,1.81297,17268.12000,198.81835,72.46534,49.85639,22.60895,1.82000,17268.12000,195.87663,61.94491,40.37138,21.57353,1.67000,17268.12000,258.63322,71861.00000,3.00000,1.00000,52.25301,37.12401,15.12900,1.90344,17609.40000,194.74749,52.73165,37.57254,15.15912,1.91000,17609.40000,192.07320,42.52061,28.00406,14.51655,1.77000,17609.40000,249.12465,134739.00000,4.00000,2.00000,31.45814,19.94272,11.51541,2.38391,25305.48000,185.89263,31.57250,20.03874,11.53376,2.39000,25305.48000,184.46634,29.13272,17.99034,11.14238,2.26000,25305.48000,214.89378
'110010076034',535,89826.00000,64484.34024,48193.37230,1.00000,1.88000,0.88512,0.96105,0.87290,7.15482,5.80000,4.20000,2.85714,5.48766,0.13373,57057.80467,2.80509,0.28879,3630.39732,89826.00000,4.00000,2.00000,27.20799,15.19913,12.00886,1.73593,19350.36000,368.25731,45.96108,32.42268,13.53840,2.12000,19350.36000,285.25723,24.47734,12.69120,11.78614,1.68000,19350.36000,380.34298,11720.00000,1.00000,1.00000,116.90264,76.76482,40.13782,0.64432,11014.92000,374.97907,126.33918,81.50171,44.83747,0.88000,11014.92000,220.59893,115.52859,76.07509,39.45350,0.61000,11014.92000,397.45841,44913.00000,1.00000,1.00000,40.54523,27.25359,13.29164,0.91432,11462.04000,349.11220,54.90098,40.10420,14.79678,1.15000,11462.04000,212.99207,38.45488,25.38241,13.07248,0.88000,11462.04000,368.93269,121265.00000,1.00000,1.00000,17.57922,11.22341,6.35582,1.12305,12170.52000,328.46704,30.77295,23.73974,7.03320,1.35000,12170.52000,207.28692,15.65808,9.40090,6.25718,1.09000,12170.52000,346.11211,71861.00000,2.00000,0.00000,25.05626,19.21960,5.83667,0.92720,0.00000,401.69906,49.99683,42.26493,7.73190,1.32000,0.00000,287.15895,21.42466,15.86396,5.56070,0.87000,0.00000,418.37727,44913.00000,3.00000,1.00000,44.98592,28.63235,16.35357,1.22847,12220.20000,399.10419,70.27752,50.95184,19.32568,1.63000,12220.20000,292.86409,41.30320,25.38241,15.92080,1.17000,12220.20000,414.57384,71861.00000,3.00000,1.00000,30.10471,18.90123,11.20349,1.32720,12827.16000,390.56247,52.88911,39.76009,13.12902,1.72000,12827.16000,290.96238,26.78707,15.86396,10.92311,1.27000,12827.16000,405.06527,134739.00000,4.00000,2.00000,19.86560,10.71233,9.15327,1.81720,20288.88000,359.71559,36.52775,26.17505,10.35270,2.21000,20288.88000,283.35552,17.43942,8.46080,8.97862,1.76000,20288.88000,370.83440
'110010076041',525,89826.00000,48123.63818,16335.94040,1.72000,1.58000,1.11322,0.82382,0.81905,12.68828,5.40000,3.80000,11.50729,4.62318,0.24168,70641.85401,0.88337,0.10724,3874.40275,89826.00000,4.00000,2.00000,36.12079,24.58722,11.53357,1.62962,18384.84000,478.83369,42.96874,30.05811,12.91063,1.99000,18384.84000,365.12926,34.60787,23.37853,11.22933,1.55000,18384.84000,503.95444,11720.00000,1.00000,1.00000,111.13846,74.04096,37.09751,0.52886,10306.44000,481.15198,119.79893,78.73720,41.06173,0.75000,10306.44000,300.47095,109.22510,73.00341,36.22169,0.48000,10306.44000,521.06988,44913.00000,1.00000,1.00000,40.34886,28.02345,12.32542,0.79886,10564.56000,456.41157,52.38973,38.76829,13.62145,1.02000,10564.56000,292.86409,37.68867,25.64959,12.03908,0.75000,10564.56000,492.54415,121265.00000,1.00000,1.00000,24.06262,18.21277,5.84985,0.99886,10973.88000,436.68807,28.73738,22.26529,6.47209,1.22000,10973.88000,287.15895,23.02982,17.31745,5.71237,0.95000,10973.88000,469.72358,71861.00000,2.00000,0.00000,36.20825,30.73394,5.47432,0.81962,0.00000,510.32972,44.70815,37.57254,7.13561,1.18000,0.00000,367.03097,34.33037,29.22308,5.10729,0.74000,0.00000,541.98874,44913.00000,3.00000,1.00000,62.74908,47.21153,15.53755,1.12324,11468.52000,508.59100,67.48370,49.26859,18.21511,1.50000,11468.52000,374.63783,61.70306,46.75706,14.94600,1.04000,11468.52000,538.18531,71861.00000,3.00000,1.00000,41.36749,30.73394,10.63355,1.22143,11954.52000,500.11479,49.94018,37.57254,12.36764,1.59000,11954.52000,370.83440,39.47352,29.22308,10.25044,1.14000,11954.52000,528.67674,134739.00000,4.00000,2.00000,25.15820,16.39148,8.76672,1.70962,19175.40000,470.70160,29.86542,20.03874,9.82668,2.07000,19175.40000,363.22754,24.11824,15.58569,8.53255,1.63000,19175.40000,494.44587
'110010076042',740,89826.00000,120623.00717,40946.41077,2.79000,1.86000,1.31529,0.97335,0.41081,3.66017,7.20000,4.40000,54.54545,5.09590,0.16817,61211.84271,1.26985,0.32266,3680.40152,89826.00000,4.00000,2.00000,40.16966,26.15334,14.01632,2.11746,22217.76000,231.37188,46.29050,31.58106,14.70944,2.29000,22217.76000,197.77835,31.39109,18.36885,13.02224,1.87000,22217.76000,279.55209,11720.00000,1.00000,1.00000,168.37024,118.70215,49.66809,0.94730,13047.48000,199.18664,192.49240,140.78498,51.70742,1.05000,13047.48000,131.21833,133.77400,87.03072,46.74328,0.80000,13047.48000,296.66752,44913.00000,1.00000,1.00000,54.09907,38.10726,15.99181,1.21730,13294.80000,182.98609,55.70970,39.06219,16.64752,1.32000,13294.80000,123.61147,51.78909,36.73769,15.05140,1.07000,13294.80000,268.14180,121265.00000,1.00000,1.00000,26.68422,19.21544,7.46878,1.41730,13685.76000,171.03098,30.90359,23.12621,7.77738,1.52000,13685.76000,117.90632,20.63276,13.60656,7.02619,1.27000,13685.76000,247.22293,71861.00000,2.00000,0.00000,41.58674,33.69514,7.89160,1.30746,1230.12000,246.99678,49.90580,41.17950,8.72630,1.48000,1230.12000,197.77835,29.65545,22.96099,6.69445,1.06000,1230.12000,317.58638,44913.00000,3.00000,1.00000,64.47797,44.34115,20.13682,1.61335,14927.76000,249.91617,71.09416,49.64264,21.45152,1.79000,14927.76000,205.38521,54.98895,36.73769,18.25126,1.36000,14927.76000,313.78296,71861.00000,3.00000,1.00000,45.90397,32.25867,13.64529,1.71335,15406.20000,243.76901,53.25797,38.74146,14.51651,1.89000,15406.20000,201.58178,35.35678,22.96099,12.39578,1.46000,15406.20000,304.27438,134739.00000,4.00000,2.00000,30.68214,20.05400,10.62814,2.19746,22998.60000,226.00596,36.65481,25.49819,11.15662,2.37000,22998.60000,193.97492,22.11607,12.24590,9.87017,1.95000,22998.60000,271.94523
'110010076043',417,89826.00000,90178.82248,30611.89730,1.99000,1.96000,0.87513,0.64762,0.67386,4.40627,6.10000,3.50000,19.44923,4.77606,0.13737,65469.86830,0.73356,0.09348,3789.40434,89826.00000,4.00000,2.00000,35.38395,22.67351,12.71045,1.85655,20827.80000,295.50460,45.56740,31.56770,13.99970,2.18000,20827.80000,226.30407,30.45531,18.36885,12.08646,1.70000,20827.80000,328.99667,11720.00000,1.00000,1.00000,123.73507,80.61409,43.12098,0.73110,12062.52000,285.95042,134.47305,87.03072,47.44233,0.94000,12062.52000,161.64576,118.53803,77.50853,41.02950,0.63000,12062.52000,346.11211,44913.00000,1.00000,1.00000,51.69083,37.49580,14.19503,1.00784,12472.92000,264.24716,54.56951,39.06219,15.50733,1.21000,12472.92000,154.03891,50.29758,36.73769,13.55989,0.91000,12472.92000,317.58638,121265.00000,1.00000,1.00000,23.42299,16.70807,6.71492,1.20784,13124.16000,248.29008,30.44422,23.11632,7.32790,1.41000,13124.16000,148.33376,20.02482,13.60656,6.41825,1.11000,13124.16000,296.66752,71861.00000,2.00000,0.00000,35.23594,28.89731,6.33863,1.04981,0.00000,321.75465,49.10011,41.16280,7.93731,1.38000,0.00000,228.20579,28.52588,22.96099,5.56489,0.89000,0.00000,367.03097,44913.00000,3.00000,1.00000,58.64409,40.93779,17.70630,1.35981,13511.88000,321.67256,69.77116,49.61592,20.15524,1.69000,13511.88000,235.81265,53.25875,36.73769,16.52105,1.20000,13511.88000,363.22754,71861.00000,3.00000,1.00000,40.15104,28.10217,12.04887,1.45307,14096.16000,314.02466,52.43220,38.72476,13.70744,1.79000,14096.16000,232.00922,34.20713,22.96099,11.24614,1.29000,14096.16000,353.71897,134739.00000,4.00000,2.00000,26.26725,16.56508,9.70217,1.94655,21738.24000,289.75841,36.17644,25.48928,10.68716,2.27000,21738.24000,224.40236,21.47135,12.24590,9.22545,1.79000,21738.24000,321.38981
'110010076051',219,89826.00000,39196.08281,31749.01598,2.43000,2.88000,0.80997,0.92570,0.07763,6.86519,6.50000,7.40000,17.52988,4.42043,0.31348,77943.80094,0.76419,0.16080,3954.39687,89826.00000,4.00000,2.00000,42.53185,29.53961,12.99224,1.94534,19743.48000,366.37970,43.05617,30.05811,12.99805,1.95000,19743.48000,357.52240,36.30174,23.37853,12.92321,1.89000,19743.48000,471.62529,11720.00000,1.00000,1.00000,133.20056,89.46187,43.73868,0.71854,12517.20000,306.31503,125.21920,81.91126,43.30794,0.71000,12517.20000,290.96238,228.03781,179.18089,48.85693,0.82000,12517.20000,488.74072,44913.00000,1.00000,1.00000,54.91136,40.81779,14.09357,0.98854,12337.92000,298.83843,54.29692,40.31795,13.97897,0.98000,12337.92000,285.25723,62.21244,46.75706,15.45537,1.09000,12337.92000,460.21500,121265.00000,1.00000,1.00000,28.41519,21.88121,6.53398,1.18932,12052.80000,291.95231,28.75059,22.26529,6.48530,1.18000,12052.80000,279.55209,24.42991,17.31745,7.11246,1.30000,12052.80000,439.29614,71861.00000,2.00000,0.00000,43.83149,36.92440,6.90709,1.13534,34.56000,369.33213,44.48090,37.57254,6.90836,1.14000,34.56000,357.52240,36.11502,29.22308,6.89194,1.08000,34.56000,509.65959,44913.00000,3.00000,1.00000,69.41295,50.89731,18.51565,1.44457,13344.48000,376.05326,69.77083,51.24574,18.52508,1.45000,13344.48000,365.12926,65.16058,46.75706,18.40351,1.38000,13344.48000,505.85616,71861.00000,3.00000,1.00000,49.45174,36.92440,12.52734,1.54457,13547.52000,373.56106,50.10835,37.57254,12.53581,1.55000,13547.52000,363.22754,41.64974,29.22308,12.42666,1.48000,13547.52000,496.34758,134739.00000,4.00000,2.00000,29.51618,19.69307,9.82311,2.02534,20187.36000,364.03512,29.86795,20.03874,9.82921,2.03000,20187.36000,355.62068,25.33632,15.58569,9.75064,1.97000,20187.36000,464.01843
'110010076052',1154,89826.00000,53703.60898,43500.18209,1.30000,2.21000,0.88976,1.01689,0.93328,19.40085,5.50000,3.70000,0.00000,4.63567,0.08406,70469.81557,1.53363,0.37508,3804.39850,89826.00000,4.00000,2.00000,30.36271,19.14881,11.21390,1.52069,17884.80000,634.65697,42.90473,30.05811,12.84661,1.95000,17884.80000,494.44587,29.46602,18.36885,11.09717,1.49000,17884.80000,644.68134,11720.00000,1.00000,1.00000,113.08595,76.99712,36.08883,0.43935,9958.68000,646.31609,126.59501,85.59727,40.99774,0.71000,9958.68000,429.78756,112.12012,76.38225,35.73787,0.42000,9958.68000,661.79678,44913.00000,1.00000,1.00000,49.06581,37.09781,11.96800,0.70935,10200.60000,619.18617,55.69920,42.13479,13.56441,0.98000,10200.60000,422.18070,48.59155,36.73769,11.85386,0.69000,10200.60000,633.27105,121265.00000,1.00000,1.00000,19.87834,14.18431,5.69402,0.91868,10584.00000,599.28243,28.68725,22.26529,6.42196,1.18000,10584.00000,416.47556,19.24854,13.60656,5.64198,0.90000,10584.00000,612.35219,71861.00000,2.00000,0.00000,29.14469,23.93594,5.20875,0.71069,0.00000,670.28034,44.75377,37.57254,7.18124,1.14000,0.00000,496.34758,28.02872,22.96099,5.06773,0.68000,0.00000,682.71564,44913.00000,3.00000,1.00000,52.76109,37.85727,14.90382,1.01136,10910.16000,667.23825,71.51415,53.51680,17.99735,1.45000,10910.16000,503.95444,51.42035,36.73769,14.68265,0.98000,10910.16000,678.91221,71861.00000,3.00000,1.00000,34.15077,23.93594,10.21483,1.11136,11385.36000,658.11035,49.84279,37.57254,12.27026,1.55000,11385.36000,500.15101,33.02887,22.96099,10.06787,1.08000,11385.36000,669.40364,134739.00000,4.00000,2.00000,21.27483,12.76587,8.50896,1.60069,18661.32000,627.43078,29.80296,20.03874,9.76422,2.03000,18661.32000,492.54415,20.66511,12.24590,8.41921,1.57000,18661.32000,637.07448
'110010076053',259,89826.00000,27322.71618,22131.53178,2.26000,2.63000,0.75909,0.86755,0.86873,12.48079,6.10000,4.10000,5.05952,4.25594,0.28913,84953.78412,1.11039,0.10969,4090.39501,89826.00000,4.00000,2.00000,26.74292,15.46748,11.27543,1.58907,17688.24000,514.31475,31.10229,18.36885,12.73345,1.98000,17688.24000,368.93269,26.08416,15.02906,11.05511,1.53000,17688.24000,536.28360,11720.00000,1.00000,1.00000,108.54949,72.73934,35.81015,0.49676,9750.24000,520.69541,120.42847,80.47782,39.95065,0.74000,9750.24000,304.27438,106.75444,71.56997,35.18448,0.46000,9750.24000,553.39903,44913.00000,1.00000,1.00000,42.90866,30.93497,11.97369,0.76676,10051.56000,493.26372,50.08273,36.73769,13.34504,1.01000,10051.56000,296.66752,41.82457,30.05811,11.76646,0.73000,10051.56000,522.97159,121265.00000,1.00000,1.00000,17.19890,11.45741,5.74149,0.97544,10531.08000,474.34203,19.97826,13.60656,6.37169,1.21000,10531.08000,290.96238,16.77890,11.13264,5.64626,0.94000,10531.08000,502.05273,71861.00000,2.00000,0.00000,24.67172,19.33430,5.33742,0.78039,0.00000,547.60577,30.10432,22.96099,7.14333,1.18000,0.00000,370.83440,23.85080,18.78627,5.06453,0.72000,0.00000,574.31789,44913.00000,3.00000,1.00000,45.99896,30.93497,15.06399,1.08170,10847.52000,545.30022,54.63299,36.73769,17.89530,1.49000,10847.52000,378.44126,44.69426,30.05811,14.63615,1.02000,10847.52000,570.51446,71861.00000,3.00000,1.00000,29.66684,19.33430,10.33254,1.18039,11360.52000,534.88852,35.13294,22.96099,12.17195,1.58000,11360.52000,374.63783,28.84085,18.78627,10.05458,1.12000,11360.52000,559.10417,134739.00000,4.00000,2.00000,18.92405,10.31166,8.61240,1.67907,18512.28000,505.80476,21.98409,12.24590,9.73819,2.07000,18512.28000,367.03097,18.46165,10.01937,8.44228,1.62000,18512.28000,526.77502
'110010077031',444,89826.00000,66824.76566,33382.90261,2.45000,1.81000,1.50401,0.89406,0.52703,4.90181,6.00000,4.80000,10.13514,5.38608,0.07728,52552.07286,0.88601,0.09344,3668.42697,89826.00000,4.00000,2.00000,36.74641,23.37853,13.36788,1.97500,21384.00000,315.45338,37.50841,23.37853,14.12988,2.17000,21384.00000,264.33837,36.06255,23.37853,12.68402,1.80000,21384.00000,361.32583,11720.00000,1.00000,1.00000,136.98792,89.76893,47.21899,0.81986,13017.24000,293.89205,146.12946,97.26962,48.85984,0.92000,13017.24000,199.68006,128.78397,83.03754,45.74643,0.73000,13017.24000,378.44126,44913.00000,1.00000,1.00000,49.84062,34.57098,15.26963,1.09459,13282.92000,274.25812,56.48549,40.61185,15.87364,1.20000,13282.92000,192.07320,43.87726,29.14969,14.72757,1.00000,13282.92000,348.01382,121265.00000,1.00000,1.00000,24.47096,17.31745,7.15351,1.29986,13705.20000,260.53494,24.74495,17.31745,7.42751,1.40000,13705.20000,186.36806,24.22506,17.31745,6.90762,1.21000,13705.20000,327.09496,71861.00000,2.00000,0.00000,36.25738,29.22308,7.03430,1.16500,167.40000,336.39794,37.17127,29.22308,7.94819,1.36000,167.40000,266.24008,35.43723,29.22308,6.21415,0.99000,167.40000,399.36012,44913.00000,3.00000,1.00000,65.68398,46.75706,18.92692,1.46973,14165.28000,337.09181,67.12691,46.75706,20.36985,1.67000,14165.28000,271.94523,64.38904,46.75706,17.63198,1.29000,14165.28000,395.55669,71861.00000,3.00000,1.00000,42.07714,29.22308,12.85406,1.56973,14655.60000,330.17882,43.03990,29.22308,13.81681,1.77000,14655.60000,270.04351,41.21313,29.22308,11.99004,1.39000,14655.60000,384.14641,134739.00000,4.00000,2.00000,25.72491,15.58569,10.13922,2.05500,22179.96000,309.54264,26.31039,15.58569,10.72471,2.25000,22179.96000,262.43665,25.19947,15.58569,9.61379,1.88000,22179.96000,351.81725
'110010077032',480,89826.00000,51030.51646,25492.74575,2.51000,1.71000,1.26411,0.75145,0.29167,6.41421,6.10000,4.50000,5.97610,4.95084,0.13363,56386.04146,1.57334,0.27340,3709.42349,89826.00000,4.00000,2.00000,40.07440,26.86472,13.20969,1.96375,20486.52000,359.18640,46.83180,33.25095,13.58085,2.06000,20486.52000,330.89839,23.66359,11.35529,12.30831,1.73000,20486.52000,427.88585,11720.00000,1.00000,1.00000,131.01300,85.11945,45.89355,0.76625,12949.20000,317.03172,133.49777,87.03072,46.46706,0.81000,12949.20000,264.33837,124.97856,80.47782,44.50075,0.66000,12949.20000,445.00128,44913.00000,1.00000,1.00000,50.51872,35.76915,14.74956,1.03625,12957.84000,302.76886,56.10778,41.14622,14.96157,1.08000,12957.84000,256.73151,36.94527,22.71057,14.23470,0.93000,12957.84000,414.57384,121265.00000,1.00000,1.00000,26.55115,19.70354,6.84760,1.23625,12971.88000,292.62638,31.30954,24.35328,6.95626,1.28000,12971.88000,251.02636,14.99505,8.41133,6.58372,1.13000,12971.88000,393.65498,71861.00000,2.00000,0.00000,41.89275,34.85827,7.03449,1.15375,137.16000,370.27973,50.84299,43.36706,7.47593,1.25000,137.16000,330.89839,20.15647,14.19407,5.96240,0.92000,137.16000,465.92015,44913.00000,3.00000,1.00000,62.47681,43.66108,18.81573,1.46083,13768.92000,374.55859,71.80566,52.28776,19.51791,1.56000,13768.92000,338.50525,39.82103,22.71057,17.11046,1.22000,13768.92000,462.11672,71861.00000,3.00000,1.00000,45.76619,33.03670,12.72950,1.55792,14094.00000,369.88354,54.01034,40.79542,13.21491,1.66000,14094.00000,336.60353,25.74470,14.19407,11.55063,1.31000,14094.00000,450.70643,134739.00000,4.00000,2.00000,29.55293,19.55633,9.99661,2.04375,21079.44000,353.71897,34.77374,24.49180,10.28195,2.14000,21079.44000,327.09496,16.87383,7.57019,9.30364,1.81000,21079.44000,418.37727
